players,date,ssg_bout,total_distance_m,tot_hsr_distance,acceleration_density,total_player_load,player_load_slow,get_up,stagnos_trimp
23,22/07/2019,3,284.44376,0,0.72236,31.92977,10.37889,3,615.58
24,22/07/2019,4,264.67828,0,0.62734,25.30678,8.17416,0,651.84
25,22/07/2019,4,292.79907,0,0.64449,32.76357,10.31825,0,499.35
26,22/07/2019,4,269.31262,4.12,0.81411,30.85938,11.6546,0,487.78
27,22/07/2019,4,275.94672,0,0.68773,28.73754,9.39635,0,419.69
28,22/07/2019,4,248.24062,0,0.69179,22.76509,9.01208,4,675.82
29,22/07/2019,4,271.75708,0,0.70603,31.17161,12.12103,0,537.77
30,22/07/2019,4,243.30983,0,0.70284,25.93263,12.22989,2,677.32
31,22/07/2019,4,242.61751,0,0.7377,25.0317,9.76177,3,126.9
39,22/07/2019,4,278.16049,0,0.8309,30.96003,11.58377,3,628.15
32,22/07/2019,4,278.35941,0,0.66018,32.40371,13.43578,6,640.05
33,22/07/2019,4,264.10986,0,0.63954,26.27442,9.00943,0,532.05
35,22/07/2019,4,248.06778,0,0.71348,26.53203,13.74146,2,429.13
34,22/07/2019,4,255.26212,0,0.8471,32.33091,14.24693,5,548.72
14,22/07/2019,4,266.18176,14.83,0.76821,23.2203,9.26656,0,681.15
36,22/07/2019,4,256.94962,0,0.80129,27.7758,10.76801,2,592.58
37,22/07/2019,4,308.24487,0,0.73272,28.74729,7.69204,0,490.63
23,22/07/2019,4,261.04901,2.63,0.8567,31.09564,12.89867,5,616.88
24,22/07/2019,5,245.26416,0,0.6356,22.56949,9.15698,0,481.18
25,22/07/2019,5,259.0686,0,0.7426,28.06211,10.4064,0,478.84
26,22/07/2019,5,274.01416,0,0.74407,30.20825,11.55292,0,435.07
27,22/07/2019,5,283.22705,0.89,0.7249,28.08151,8.83215,0,416.78
28,22/07/2019,5,296.70313,0,0.70107,27.25555,8.38953,1,676.58
29,22/07/2019,5,267.73209,0,0.63954,32.13373,12.09036,0,450.41
30,22/07/2019,5,268.79236,0,0.74749,27.44906,12.04767,1,700.68
31,22/07/2019,5,243.99623,0,0.66898,23.86152,9.20162,1,182.48
39,22/07/2019,5,274.29199,0.49,0.87542,31.40463,10.31033,5,667.54
32,22/07/2019,5,287.26807,2.17,0.66076,33.04187,11.48853,2,661.43
33,22/07/2019,5,257.03976,3.94,0.64301,25.77213,10.31664,0,488.66
35,22/07/2019,5,267.06644,0,0.72516,27.996,13.25742,0,453
34,22/07/2019,5,273.9465,0,0.88308,35.66054,13.04034,7,480.33
14,22/07/2019,5,257.78809,3.18,0.7241,22.1442,9.72938,0,598.04
36,22/07/2019,5,276.83813,1.84,0.91057,29.31824,8.73941,2,603.71
37,22/07/2019,5,260.06812,6.52,0.70363,24.43159,9.56647,0,334.58
23,22/07/2019,5,278.32788,6.49,0.79246,30.38803,11.2632,1,610.9
24,24/07/2019,1,277.39526,0,0.69983,27.91229,11.88601,0,432.75
25,24/07/2019,1,295.46494,0,0.65801,31.97096,10.24369,0,420
26,24/07/2019,1,301.47427,4.72,0.87366,34.87805,10.67901,0,441.45
27,24/07/2019,1,265.51538,0,0.70249,31.33934,12.50837,4,509.8
29,24/07/2019,1,288.00732,5.08,0.77743,35.88971,13.69356,0,480.57
30,24/07/2019,1,268.88898,0,0.72761,30.62937,14.74155,2,548.72
31,24/07/2019,1,212.10231,0,0.63504,22.06174,11.96102,4,549.51
32,24/07/2019,1,256.26651,0,0.65874,32.55928,17.6299,5,484.12
34,24/07/2019,1,269.09909,0,0.86937,35.40315,13.67924,4,545.11
35,24/07/2019,1,308.03839,0,0.8138,36.21571,14.30602,4,511
33,24/07/2019,1,260.95096,0,0.64211,27.23496,11.96771,0,453.21
14,24/07/2019,1,258.2984,0,0.75366,25.63128,12.15349,6,653.61
36,24/07/2019,1,301.98502,0,0.85958,33.25336,9.33761,0,461.24
23,24/07/2019,1,279.00882,1.42,0.82759,33.44166,12.10196,0,448.67
24,24/07/2019,2,278.73877,0,0.73193,29.72443,10.96333,0,480.98
25,24/07/2019,2,291.50507,2.11,0.73246,32.12084,11.42657,0,396.49
26,24/07/2019,2,257.30994,0,0.83307,33.77569,13.44087,0,416.54
27,24/07/2019,2,282.11533,0,0.715,31.35795,12.30386,2,505.38
29,24/07/2019,2,254.64932,0,0.70003,32.99991,15.00407,0,449.65
30,24/07/2019,2,275.64484,0,0.74578,30.90225,13.79399,4,536.44
31,24/07/2019,2,232.29565,0,0.68245,23.35389,11.76984,4,220.56
32,24/07/2019,2,292.25406,0,0.70906,37.52212,15.05289,4,490.21
34,24/07/2019,2,282.755,0.92,0.80436,37.71684,15.36532,6,509.05
35,24/07/2019,2,291.18835,0,0.77396,34.34233,14.05808,5,483.64
33,24/07/2019,2,267.21597,0,0.64351,28.12196,11.6092,0,495.64
14,24/07/2019,2,234.539,6.75,0.80944,25.05231,11.41782,7,629.51
36,24/07/2019,2,254.07014,2.59,0.91019,30.45516,11.31105,0,579.74
23,24/07/2019,2,267.57645,0,0.75475,31.51513,13.04049,0,450.06
24,24/07/2019,3,241.76196,0,0.74542,28.08496,13.20117,0,571.74
25,24/07/2019,3,262.22919,0,0.72736,32.23949,15.42122,0,477.05
26,24/07/2019,3,265.29547,2.65,0.76733,32.30724,15.20502,0,491.1
27,24/07/2019,3,278.41064,0,0.72013,32.78615,13.94262,4,604.3
29,24/07/2019,3,258.03198,0,0.57428,28.69347,15.47153,0,417.57
30,24/07/2019,3,284.52689,0,0.74292,33.52262,15.41817,8,712.69
31,24/07/2019,3,243.05328,0,0.75152,27.1652,12.395,6,269.46
32,24/07/2019,3,274.5835,0,0.70074,37.12177,15.90525,6,650.46
34,24/07/2019,3,302.32465,0,0.80797,38.88194,13.56644,6,609.57
35,24/07/2019,3,291.87744,0,0.79877,33.50058,13.08682,4,522.89
33,24/07/2019,3,223.9467,0,0.66954,24.40794,11.9117,0,520.76
14,24/07/2019,3,269.42828,6.44,0.73074,25.00101,13.08443,2,641.24
36,24/07/2019,3,258.82541,4.27,0.75154,27.79547,12.73114,0,540.19
23,24/07/2019,3,270.86423,0,0.67814,31.15535,13.93998,0,500.2
24,24/07/2019,4,273.17932,6.64,0.76232,28.76696,11.1601,0,644.61
25,24/07/2019,4,262.65625,0,0.66061,28.95703,11.691,0,488.81
26,24/07/2019,4,264.88226,0.95,0.84389,32.27822,12.02287,0,440.77
27,24/07/2019,4,238.1297,0,0.58984,24.56007,13.54461,2,478.31
29,24/07/2019,4,253.50926,0,0.59787,30.26287,15.20481,0,440.11
30,24/07/2019,4,257.8201,0,0.74349,30.8727,14.04573,8,690.74
31,24/07/2019,4,244.94485,8.18,0.82413,26.57145,10.58063,6,141.95
32,24/07/2019,4,256.6546,0,0.74339,34.61284,14.896,6,635.19
34,24/07/2019,4,281.42242,0,0.8172,36.53389,13.30498,6,605.27
35,24/07/2019,4,264.5155,0,0.687,28.95651,14.88583,3,500.02
33,24/07/2019,4,256.76224,0,0.73535,28.59457,11.01988,0,596.74
14,24/07/2019,4,256.3147,0,0.66586,22.84129,10.92761,1,675.38
36,24/07/2019,4,260.11761,12.83,0.77353,30.54243,11.84406,0,661.34
23,24/07/2019,4,289.34561,0,0.74472,33.17107,13.45439,0,474.58
24,24/07/2019,5,293.78238,0.31,0.65635,30.55022,12.35683,0,643.46
25,24/07/2019,5,306.57877,4.45,0.70682,33.07201,10.85212,0,495.94
26,24/07/2019,5,293.444,1.43,0.88536,34.30302,11.20149,0,501.22
27,24/07/2019,5,258.48624,3.9,0.68368,29.02271,14.20103,3,555.91
29,24/07/2019,5,283.8931,0,0.77096,33.92432,13.63066,0,485.1
30,24/07/2019,5,275.95145,0,0.63037,30.45904,13.59238,4,717.53
31,24/07/2019,5,263.82483,0,0.74118,27.85679,10.85488,5,179.01
32,24/07/2019,5,259.62589,0.91,0.66304,32.661,16.838,5,590.6
34,24/07/2019,5,268.1488,0,0.7632,34.54608,14.28168,9,623.12
35,24/07/2019,5,254.19162,0,0.72461,28.74149,13.27861,6,503.44
33,24/07/2019,5,280.3407,0,0.7448,31.59636,12.04855,0,618.45
14,24/07/2019,5,251.38582,0.98,0.68188,23.34626,13.05579,3,730.01
36,24/07/2019,5,285.05707,2.45,0.80939,31.94465,12.34796,0,688.3
23,24/07/2019,5,289.14011,0,0.80852,35.49628,14.68294,0,494.87
37,20/07/2019,3,298.53119,0,0.65526,28.48305,8.55843,0,679.47
37,20/07/2019,4,283.72754,0,0.67519,27.94119,9.87675,0,573.99
