players,date,ssg_bout,total_distance_m,tot_hsr_distance,acceleration_density,total_player_load,player_load_slow,get_up,bullet,stagnos_trimp
10,20/07/2019,2,259.09741,0,0.54589,25.09418,14.03763,3,5,860.63
11,20/07/2019,2,293.03857,0,0.55405,28.1568,12.99403,1,0,658.81
34,20/07/2019,2,378.46826,0,0.61174,42.59343,13.80237,0,0,515.48
35,20/07/2019,2,355.30551,0,0.57088,32.12611,11.77136,1,2,452
33,20/07/2019,2,381.52972,0,0.63893,34.95033,9.66738,0,0,662.42
13,20/07/2019,2,307.15414,0,0.67034,29.52053,12.41852,4,2,726
14,20/07/2019,2,340.49554,0,0.63441,30.62881,10.82741,0,0,885.36
15,20/07/2019,2,298.67712,0,0.64302,29.87542,11.53009,0,0,719.07
36,20/07/2019,2,356.1239,0,0.63297,31.28371,9.92098,0,3,598.3
16,20/07/2019,2,323.75305,0,0.65345,35.07372,15.07498,4,5,483.7
17,20/07/2019,2,255.95169,0,0.5292,26.85136,12.8382,0,0,618.59
18,20/07/2019,2,360.58109,0,0.58512,35.34579,13.33701,0,0,675.99
19,20/07/2019,2,347.86542,8.31,0.64412,32.26914,12.89201,0,0,864.35
20,20/07/2019,2,301.43024,0,0.5961,33.79578,15.45686,0,0,899.35
37,20/07/2019,2,344.42245,0,0.61764,30.4562,9.63173,1,3,761.71
38,20/07/2019,2,296.98975,0,0.66632,29.03468,12.89308,0,0,620.47
22,20/07/2019,2,338.73676,1.3,0.6284,35.39976,11.91982,0,0,676.29
23,20/07/2019,2,244.37643,0,0.45186,21.29166,12.244,0,0,416.17
24,20/07/2019,3,335.05127,3.76,0.54274,29.91965,9.32951,0,0,527.31
25,20/07/2019,3,384.88184,27.11,0.65086,36.77855,9.68683,0,0,667.72
1,20/07/2019,3,287.95749,5.25,0.52935,29.38219,10.27841,0,0,869.51
2,20/07/2019,3,305.92474,4.56,0.64666,28.8103,12.5824,1,3,699.23
3,20/07/2019,3,260.82208,12.9,0.5651,31.54896,11.28467,1,2,709.11
26,20/07/2019,3,415.01236,0,0.72154,39.34856,9.70369,0,0,406.49
4,20/07/2019,3,296.33081,0,0.58186,37.02366,13.38979,0,0,796.76
5,20/07/2019,3,308.64169,0,0.5651,29.24552,12.77699,0,0,792.98
27,20/07/2019,3,327.20215,29.91,0.62269,30.31287,10.976,0,0,475.44
28,20/07/2019,3,398.27939,25.01,0.73194,37.87165,9.07422,5,0,674.59
29,20/07/2019,3,251.56021,0,0.41461,23.11514,13.6893,0,0,321.66
7,20/07/2019,3,311.84393,0,0.62263,32.74453,13.34387,1,4,507.34
6,20/07/2019,3,317.30591,0,0.5532,30.53648,13.28429,0,0,715.17
30,20/07/2019,3,382.86328,0,0.70401,36.18594,12.16417,0,0,823.47
39,20/07/2019,3,231.48886,5.9,0.50385,21.72222,9.05574,3,1,388.37
8,20/07/2019,3,255.96196,9,0.57026,23.6195,9.96953,4,2,686.87
9,20/07/2019,3,331.78558,0.82,0.58374,34.34647,11.55437,0,0,494.48
32,20/07/2019,3,303.3689,0,0.54423,29.39942,14.78775,0,0,647.67
10,20/07/2019,3,257.31094,0,0.47578,19.81704,11.77824,0,0,751.28
11,20/07/2019,3,330.75375,20.57,0.70686,29.4191,11.2142,2,3,703.28
34,20/07/2019,3,399.24411,0,0.63814,44.28518,11.86285,0,0,556.28
35,20/07/2019,3,374.63495,6.12,0.65184,34.12749,9.35129,0,2,477.28
33,20/07/2019,3,253.44312,4.53,0.50042,21.14069,12.0872,0,0,556.75
13,20/07/2019,3,279.7045,0,0.50683,23.4551,10.60635,0,0,593.21
14,20/07/2019,3,297.9248,18.41,0.56801,27.61152,10.90076,0,0,661.65
15,20/07/2019,3,312.01868,0,0.59508,28.7278,10.89815,0,0,672.27
36,20/07/2019,3,381.64136,16.77,0.65551,34.96542,8.65735,1,1,624.76
16,20/07/2019,3,344.38403,1.44,0.62076,33.12682,11.37341,0,0,546.13
17,20/07/2019,3,281.16519,0.46,0.46049,26.79325,10.36244,1,2,520.26
18,20/07/2019,3,336.06494,0,0.5999,35.29397,14.31226,0,0,644.4
19,20/07/2019,3,319.62955,0,0.58789,29.99271,12.90135,0,0,673.16
20,20/07/2019,3,284.39282,0,0.58422,29.09053,13.18875,0,0,801.01
37,20/07/2019,3,381.76138,7.68,0.61054,32.69447,7.60811,1,2,758.1
38,20/07/2019,3,359.99429,0,0.60647,32.00834,9.88123,0,0,538.37
22,20/07/2019,3,280.78711,4.62,0.64496,32.55223,12.21007,0,0,647.95
23,20/07/2019,3,333.55078,6.32,0.59789,34.17303,12.56821,3,1,608.38
24,20/07/2019,4,279.79944,13.7,0.51736,27.36514,12.42296,0,0,429.02
25,20/07/2019,4,350.65674,1.45,0.64914,31.4168,11.28374,0,0,630.22
1,20/07/2019,4,274.48465,1.72,0.56292,28.64338,13.65408,2,1,701.96
2,20/07/2019,4,303.76123,0,0.5585,33.6408,16.23691,0,0,676.7
3,20/07/2019,4,263.00473,3.06,0.58972,33.06031,14.03523,2,6,664.48
26,20/07/2019,4,443.77878,0.49,0.78618,43.96166,11.20367,0,0,492.95
4,20/07/2019,4,305.13495,0,0.57467,37.49446,17.92688,0,0,699.44
5,20/07/2019,4,320.89795,32.66,0.57754,32.42247,12.80922,0,0,844.92
27,20/07/2019,4,345.99307,0.4,0.60568,30.92174,11.51598,0,0,383.09
28,20/07/2019,4,272.18878,0,0.55906,21.71634,12.46736,0,0,587.3
29,20/07/2019,4,360.49094,0,0.64256,38.26973,13.36034,1,1,549.02
7,20/07/2019,4,324.21094,0,0.61049,36.214,14.97705,0,0,535.48
6,20/07/2019,4,331.10602,6.05,0.59083,33.69875,16.45766,0,0,670.15
30,20/07/2019,4,327.33154,13.27,0.57904,30.95489,14.31213,0,0,596.95
39,20/07/2019,4,266.85791,0,0.5512,25.05543,9.98454,0,0,533.09
8,20/07/2019,4,307.66428,0,0.6002,27.32795,11.06842,0,0,660.02
9,20/07/2019,4,266.14282,9.36,0.56912,31.26064,12.23395,0,0,500.55
32,20/07/2019,4,320.27716,17.88,0.58612,31.51913,9.81465,0,0,725.5
10,20/07/2019,4,253.08521,0,0.49615,21.88842,9.63484,1,4,703.84
11,20/07/2019,4,323.01514,0,0.56383,28.70747,10.55824,0,0,688.03
34,20/07/2019,4,334.83005,0,0.59327,39.26635,13.69637,0,0,454.09
35,20/07/2019,4,361.48676,0,0.53675,31.2219,12.65698,2,0,478.67
33,20/07/2019,4,362.65738,2.22,0.63451,32.24921,11.55876,0,0,673.16
13,20/07/2019,4,308.40555,16.45,0.64058,30.01404,11.44077,4,3,765.61
14,20/07/2019,4,324.52097,23.53,0.62372,28.90163,11.5274,0,0,755.49
15,20/07/2019,4,290.37689,2.43,0.70681,30.71856,13.49847,0,0,816
36,20/07/2019,4,314.31985,0,0.63488,29.82751,10.63092,2,2,613.58
16,20/07/2019,4,346.39893,3.14,0.66622,35.70049,11.49959,1,3,422.31
17,20/07/2019,4,293.96698,0,0.53045,29.80616,14.80676,0,0,603.01
18,20/07/2019,4,330.66003,0,0.57967,32.63446,11.05788,0,0,633.06
19,20/07/2019,4,345.3623,3.39,0.67028,32.11051,13.05399,0,0,727.88
20,20/07/2019,4,286.07535,0,0.63444,32.22569,15.47198,0,0,848.32
37,20/07/2019,4,353.53049,0,0.53029,31.63925,9.73595,2,2,0
38,20/07/2019,4,294.2059,1.01,0.61609,28.03969,12.23027,0,0,555.07
22,20/07/2019,4,313.53671,0,0.55455,33.38931,15.17876,0,0,718.78
23,20/07/2019,4,320.90479,0,0.60481,31.79968,13.52136,3,1,663.26
24,22/07/2019,1,197.34782,9.57,0.41695,18.05872,9.50946,0,0,439.05
25,22/07/2019,1,192.90855,3.48,0.34384,19.78421,8.77368,0,0,302.05
1,22/07/2019,1,269.65875,4.54,0.52882,29.65792,14.44995,3,4,784.89
2,22/07/2019,1,301.15088,0,0.58674,31.90477,15.3586,1,3,699.3
3,22/07/2019,1,153.33813,0,0.35609,19.28422,12.0582,0,0,422.46
26,22/07/2019,1,240.56519,10.06,0.4614,24.48619,8.03328,0,0,250.59
4,22/07/2019,1,195.9939,0,0.38091,24.69645,9.7869,0,0,533.42
27,22/07/2019,1,179.23499,0,0.41317,18.87787,8.7961,0,0,565.14
28,22/07/2019,1,329.04694,0,0.64143,30.15024,11.49126,0,0,844.06
29,22/07/2019,1,328.92349,0,0.59927,32.11317,13.4118,0,2,657.72
7,22/07/2019,1,365.41699,0,0.54866,39.30994,11.43884,1,0,581.47
6,22/07/2019,1,200.9299,2.86,0.41641,21.28881,8.86348,0,0,420.71
30,22/07/2019,1,222.18237,0,0.39134,19.14149,8.88748,0,0,468.04
31,22/07/2019,1,268.58685,7.98,0.57449,26.11448,10.42046,3,4,271.01
39,22/07/2019,1,294.46182,0,0.68598,30.50968,13.62634,2,0,828.59
9,22/07/2019,1,301.53949,1.58,0.68825,38.837,16.40929,0,0,768.93
10,22/07/2019,1,250.36169,0,0.53404,20.93474,11.04527,0,3,653.81
32,22/07/2019,1,220.29364,15.48,0.42853,21.096,11.97321,0,0,340.71
11,22/07/2019,1,307.47424,0,0.6201,29.41254,10.28581,1,0,758.25
35,22/07/2019,1,350.35986,5.83,0.54863,31.43689,11.04063,1,4,399.74
33,22/07/2019,1,174.46419,0,0.31656,14.94344,9.25694,0,0,354.99
34,22/07/2019,1,368.79507,0,0.58433,42.86448,12.87129,0,0,443.2
13,22/07/2019,1,254.17151,16.94,0.51896,21.61854,9.77225,3,1,526.1
14,22/07/2019,1,187.06821,2.51,0.34176,15.08473,8.59383,0,0,446.2
15,22/07/2019,1,194.37521,0,0.40317,17.73543,8.02313,0,0,447.48
36,22/07/2019,1,275.89111,0,0.58211,26.40168,10.22466,1,5,550.44
16,22/07/2019,1,309.00644,0,0.60574,32.97823,14.25523,4,4,671.91
18,22/07/2019,1,306.67798,0,0.53402,30.55069,13.68362,1,5,670.36
19,22/07/2019,1,201.90463,0,0.39963,19.52597,8.58945,0,0,462.22
20,22/07/2019,1,181.11694,8.88,0.39767,19.82364,9.48445,0,0,514.84
21,22/07/2019,1,193.32835,0,0.37727,18.25904,8.79259,0,0,496.44
37,22/07/2019,1,379.08115,0,0.52174,33.30792,8.56496,2,2,563.05
40,22/07/2019,1,199.33305,5.65,0.40855,20.77822,8.65918,0,0,132.4
22,22/07/2019,1,177.80981,0,0.35605,20.26144,10.0621,0,0,311.5
23,22/07/2019,1,261.07086,0,0.47489,25.17652,15.10143,0,0,659.78
24,22/07/2019,2,309.38892,10.29,0.54791,30.61366,12.11032,0,0,641.89
25,22/07/2019,2,373.60419,3.9,0.63159,40.65881,12.00197,0,0,709.5
1,22/07/2019,2,306.60806,0,0.61492,33.55045,15.35896,0,0,987.43
2,22/07/2019,2,303.63232,0,0.59276,36.41035,19.51555,1,0,814.04
3,22/07/2019,2,278.32468,1.88,0.60635,39.73086,16.99031,0,0,895.24
26,22/07/2019,2,390.21719,9.73,0.6634,41.81286,11.90605,0,0,638.33
4,22/07/2019,2,333.73553,0,0.65523,46.381,17.33446,0,0,970.97
27,22/07/2019,2,327.53885,0,0.60759,32.7291,11.79649,0,0,481.61
28,22/07/2019,2,346.20929,0,0.651,35.91053,13.84441,5,5,923.77
29,22/07/2019,2,266.87503,0,0.54262,28.40923,18.10849,0,0,498.73
7,22/07/2019,2,311.44232,0.98,0.60933,34.47282,15.89771,3,5,625.48
6,22/07/2019,2,330.68338,0,0.60053,37.3644,13.73454,0,0,844.07
30,22/07/2019,2,344.74072,2.47,0.6768,35.06982,12.79515,0,0,930.59
31,22/07/2019,2,345.85706,10.3,0.69705,30.84678,10.07721,2,4,185.66
39,22/07/2019,2,285.11252,0,0.62013,31.0409,14.30818,4,4,875.17
9,22/07/2019,2,309.39893,0,0.6065,37.19828,16.99448,0,0,758.1
10,22/07/2019,2,287.82266,0,0.56289,26.86185,16.03055,1,0,907.93
32,22/07/2019,2,297.81006,0,0.57232,32.49433,16.78703,0,0,685.34
11,22/07/2019,2,294.42731,0,0.68279,29.92066,13.32602,5,5,899.63
35,22/07/2019,2,425.02225,0,0.61574,39.27987,11.78764,1,5,605.51
33,22/07/2019,2,323.6203,0,0.62235,30.48081,12.686,0,0,646.79
34,22/07/2019,2,421.65436,0,0.69471,49.99066,12.66869,0,0,1017.54
13,22/07/2019,2,311.83084,0,0.62403,29.18394,14.12581,1,0,747.95
14,22/07/2019,2,306.62872,3.05,0.70991,33.87213,14.85452,0,0,888.85
15,22/07/2019,2,315.8392,0,0.61143,26.90656,11.59351,0,0,803.37
36,22/07/2019,2,388.2066,7.33,0.73156,42.0811,12.12148,3,3,784.68
16,22/07/2019,2,333.60635,0,0.656,35.7896,15.88518,0,0,712.79
18,22/07/2019,2,342.71844,0,0.63124,38.20538,16.62524,0,0,706.55
19,22/07/2019,2,342.67603,0,0.59986,36.10708,14.90138,0,0,781.33
20,22/07/2019,2,306.97894,0,0.62066,36.75179,18.2874,0,0,922.04
21,22/07/2019,2,308.97751,0,0.67098,36.50481,14.79744,0,0,419.9
37,22/07/2019,2,404.72934,0,0.57263,36.3687,10.97395,2,2,648.68
40,22/07/2019,2,407.01172,7.3,0.69769,47.9385,13.95947,0,0,456.5
22,22/07/2019,2,311.6084,0,0.55421,38.25579,15.09529,0,0,694.5
23,22/07/2019,2,336.65961,0,0.64909,34.21786,15.47415,4,5,774.86
24,22/07/2019,3,299.33301,0,0.52215,28.8193,13.07402,0,0,496.07
25,22/07/2019,3,319.8772,6.49,0.55785,31.61898,12.20665,0,0,684.34
1,22/07/2019,3,301.41821,6.98,0.56953,31.02509,13.83215,2,3,909.27
2,22/07/2019,3,333.7236,9.84,0.63115,34.45212,14.05328,1,2,873.91
3,22/07/2019,3,247.24512,6.67,0.50795,33.5611,17.27048,0,0,869.33
26,22/07/2019,3,349.18164,4.11,0.65835,39.38106,14.13261,0,0,650.33
4,22/07/2019,3,269.77002,0,0.48649,35.39027,16.91463,0,0,922.08
5,22/07/2019,3,320.97101,3.55,0.61321,33.40851,15.37113,0,0,874.4
27,22/07/2019,3,335.84561,0,0.66029,33.39471,13.10277,0,0,532.13
28,22/07/2019,3,375.18579,0,0.64222,35.45887,12.29793,1,0,900.19
29,22/07/2019,3,374.01089,0,0.65218,38.68699,13.72081,2,1,675.71
6,22/07/2019,3,305.08746,0,0.59315,35.92148,18.99998,0,0,806.86
7,22/07/2019,3,404.24405,0.82,0.57468,43.8306,10.77609,0,0,631.09
30,22/07/2019,3,369.60352,7.4,0.58177,32.90716,12.33902,0,0,858.74
31,22/07/2019,3,353.10596,19.28,0.63588,30.49157,8.12029,1,3,167.88
39,22/07/2019,3,378.40601,15.2,0.67956,36.30405,10.50217,0,0,907.89
9,22/07/2019,3,331.31299,10.22,0.701,40.85778,16.06889,0,0,758.1
10,22/07/2019,3,271.24762,9.09,0.53418,23.44941,11.16026,3,2,707.45
32,22/07/2019,3,303.19211,27.86,0.5667,32.81371,16.89084,0,0,666.17
11,22/07/2019,3,349.59595,0,0.6009,33.1598,9.82774,0,0,891.2
33,22/07/2019,3,317.28235,0,0.55248,30.26259,10.48944,0,0,688.85
35,22/07/2019,3,418.10428,2.71,0.66162,39.0663,11.32484,2,2,687.5
34,22/07/2019,3,438.7229,2.87,0.60792,53.12131,11.02293,1,0,418.13
13,22/07/2019,3,289.74512,17.51,0.60254,24.65116,9.35788,5,2,608.97
14,22/07/2019,3,287.36206,0.41,0.57719,25.49118,12.18825,0,0,795.23
15,22/07/2019,3,278.92993,0,0.5694,25.07064,12.5307,0,0,866.97
16,22/07/2019,3,344.71802,1.63,0.69481,35.5443,11.1461,3,1,673.84
36,22/07/2019,3,365.20566,26.93,0.61789,35.15804,9.36339,2,4,658.46
18,22/07/2019,3,342.40756,0,0.54922,34.31985,13.43402,0,2,683.37
19,22/07/2019,3,296.31049,0,0.55562,28.82651,13.94836,0,0,739.57
20,22/07/2019,3,268.50122,4.53,0.56298,30.65108,16.17343,0,0,760.84
21,22/07/2019,3,312.09659,0,0.56327,37.07142,13.30614,0,0,579.55
37,22/07/2019,3,388.05734,0,0.63841,32.20587,8.92076,0,3,714.25
40,22/07/2019,3,408.05896,0.91,0.64284,43.59325,11.38492,0,0,481.69
22,22/07/2019,3,303.3887,0,0.55864,34.70249,14.09917,0,0,677.13
23,22/07/2019,3,334.89285,0,0.58828,33.11963,14.07269,0,0,731.93
24,24/07/2019,1,246.85258,0,0.49398,22.55545,8.51733,1,4,408.13
25,24/07/2019,1,251.44751,0,0.54274,25.39097,10.37831,3,2,479.72
1,24/07/2019,1,221.58235,0,0.58099,26.4782,12.15639,3,4,674.89
2,24/07/2019,1,259.21439,0,0.66034,29.68789,12.46048,1,3,531.35
3,24/07/2019,1,252.87752,0,0.62391,31.40671,12.77539,0,0,554.42
26,24/07/2019,1,309.77896,0,0.64347,31.98334,8.66278,0,0,653.41
4,24/07/2019,1,309.88892,0,0.55478,39.36041,13.07268,0,0,707.87
5,24/07/2019,1,279.11911,0,0.64492,29.51631,11.56116,0,0,710.79
27,24/07/2019,1,240.72311,0,0.51043,21.08046,9.48878,0,0,420.71
29,24/07/2019,1,305.62723,0,0.59647,28.22383,10.13524,0,0,477.81
6,24/07/2019,1,250.82373,5.18,0.57404,28.10563,12.26157,0,2,627.62
7,24/07/2019,1,281.9335,0,0.59448,29.98954,12.25044,0,0,440.24
30,24/07/2019,1,290.58627,0,0.57097,26.80057,9.58315,2,4,511.42
31,24/07/2019,1,191.91217,0,0.51448,16.3174,9.31757,0,0,640.91
8,24/07/2019,1,250.96208,0,0.60471,24.37837,11.0285,0,1,534.19
39,24/07/2019,1,249.67136,0,0.68373,26.64238,10.60799,0,1,660.12
9,24/07/2019,1,237.60417,0,0.61629,29.45405,10.71259,0,0,385.65
10,24/07/2019,1,215.85532,0,0.6025,20.58825,9.91814,1,4,543.42
32,24/07/2019,1,215.44281,0,0.45014,22.06823,14.68318,0,0,380.03
11,24/07/2019,1,277.19275,0,0.61741,24.63141,11.95572,0,0,621.88
33,24/07/2019,1,268.41382,11.71,0.58152,24.82578,8.32883,4,1,531.74
34,24/07/2019,1,340.2601,0,0.55955,38.93797,11.75548,0,0,540.89
35,24/07/2019,1,333.85907,0,0.57224,31.84,10.97577,0,0,449.66
14,24/07/2019,1,237.24326,8.74,0.63212,21.80825,9.43626,0,0,610.16
15,24/07/2019,1,263.57614,0,0.59928,22.52592,9.64957,0,0,641.78
16,24/07/2019,1,307.79193,0,0.68103,30.42018,11.23623,0,0,581.15
36,24/07/2019,1,295.34134,25.65,0.67016,27.51578,9.82359,0,0,533.92
18,24/07/2019,1,252.17798,0,0.55631,25.59747,11.72409,1,4,502.2
19,24/07/2019,1,290.18289,0,0.57371,29.4238,11.05176,0,0,437.24
20,24/07/2019,1,234.92261,19.54,0.59303,24.83376,10.94246,0,0,576.57
21,24/07/2019,1,249.5103,0,0.56448,28.87243,11.20096,0,1,711.28
40,24/07/2019,1,351.39474,17.37,0.67607,37.82412,12.53529,0,0,331.38
22,24/07/2019,1,231.19543,0,0.55729,27.32787,13.09627,1,1,0
23,24/07/2019,1,269.30396,0,0.60868,31.83044,14.23055,2,0,561.62
24,24/07/2019,2,233.47601,0,0.45176,21.49813,8.61476,1,0,514.31
25,24/07/2019,2,265.76859,3.38,0.57325,26.00247,7.814,2,0,657.02
1,24/07/2019,2,235.08185,0,0.55194,24.61914,10.47179,0,2,820.19
2,24/07/2019,2,247.16608,0.95,0.55236,29.06481,13.27623,0,1,634.12
3,24/07/2019,2,253.33334,0,0.60257,33.08541,14.13275,0,0,913.81
26,24/07/2019,2,308.87927,0,0.60564,30.70588,8.7469,0,2,657.02
4,24/07/2019,2,272.24765,7.91,0.51962,33.51398,10.44212,0,0,901.41
5,24/07/2019,2,267.01855,20.64,0.57355,29.79203,14.38834,0,0,890.56
27,24/07/2019,2,246.87228,0,0.56064,22.9886,7.48282,0,0,578.51
29,24/07/2019,2,305.15906,0,0.62923,31.32904,12.49944,0,0,613.82
6,24/07/2019,2,223.62814,6.12,0.54806,23.98996,9.53636,2,1,743.31
7,24/07/2019,2,294.62836,0,0.68855,36.28741,13.17058,0,0,656
30,24/07/2019,2,306.98026,6.17,0.50726,26.41348,7.30238,1,3,651.13
31,24/07/2019,2,216.33218,0,0.57777,19.36462,9.86113,0,0,350.88
8,24/07/2019,2,260.02805,0.94,0.57842,24.90087,10.40562,0,2,811.51
39,24/07/2019,2,231.81262,0,0.6172,24.87526,11.29886,2,4,890.56
9,24/07/2019,2,230.91083,0,0.57394,28.74189,12.48958,0,0,576.85
10,24/07/2019,2,186.01807,0,0.50999,18.08619,8.79224,3,0,676.15
32,24/07/2019,2,310.89987,0,0.57056,31.03982,11.7305,0,0,598.84
11,24/07/2019,2,281.97394,0,0.55992,24.80311,10.74736,0,0,863.7
33,24/07/2019,2,272.96225,0,0.51472,23.27688,7.29886,2,3,661.16
34,24/07/2019,2,372.99841,0,0.65057,44.38988,8.46141,0,0,734.01
35,24/07/2019,2,326.52563,0,0.66931,32.00632,9.50143,0,0,621.31
14,24/07/2019,2,273.28253,0,0.60398,27.23549,11.26463,0,0,862.66
15,24/07/2019,2,298.86234,0,0.63402,26.14835,11.05751,0,0,923.11
16,24/07/2019,2,322.71262,0,0.67684,33.29363,10.924,0,0,664.26
36,24/07/2019,2,317.4841,0,0.57677,29.33335,8.89459,0,0,653.41
18,24/07/2019,2,260.57648,0,0.48966,26.45736,11.01617,0,2,635.22
19,24/07/2019,2,296.02621,0,0.62242,29.06226,12.75552,0,0,455.29
20,24/07/2019,2,261.29391,0,0.55406,28.06537,13.21785,0,0,757.26
21,24/07/2019,2,237.38504,0,0.54991,25.15736,10.36998,1,3,791.36
40,24/07/2019,2,398.65405,0,0.77365,42.16222,11.48998,0,0,534.24
22,24/07/2019,2,198.00131,1.97,0.48772,21.35855,9.80019,1,1,0
23,24/07/2019,2,260.96933,0,0.52039,27.03464,10.44099,1,1,617.03
24,24/07/2019,3,331.51929,9.08,0.56448,30.55302,10.10846,2,0,560.69
25,24/07/2019,3,352.4787,0,0.63856,35.46452,10.80647,1,0,747.38
1,24/07/2019,3,317.76422,0,0.55258,33.2854,14.2037,0,3,871.37
2,24/07/2019,3,323.33777,0,0.57088,37.30458,16.2543,2,0,710.55
3,24/07/2019,3,290.35297,0,0.48964,36.44901,14.43015,0,0,638.26
26,24/07/2019,3,391.71948,0,0.63987,39.84867,10.5273,1,1,747.27
4,24/07/2019,3,310.49429,0,0.50178,40.51335,14.54245,0,0,834.92
5,24/07/2019,3,320.35049,9.12,0.58932,31.41433,11.99486,0,0,843.81
27,24/07/2019,3,343.56604,0,0.57591,29.94906,10.62036,1,2,599.48
29,24/07/2019,3,369.6958,0,0.61651,35.15126,10.53523,0,0,560.22
6,24/07/2019,3,377.73828,11.01,0.5804,39.08113,10.6506,1,4,764.97
7,24/07/2019,3,334.82355,3.24,0.5799,38.48549,12.39246,0,0,577.43
30,24/07/2019,3,408.81039,0.98,0.67401,35.91112,10.04282,1,4,674.07
31,24/07/2019,3,239.09805,17.57,0.48508,20.9299,9.04552,0,0,331.91
8,24/07/2019,3,307.28003,12.24,0.63674,27.19824,11.10524,1,4,805.87
39,24/07/2019,3,304.25763,4.79,0.65702,30.87791,12.41844,3,2,791.75
9,24/07/2019,3,326.08835,0.38,0.59172,37.57486,15.04051,0,0,524.27
10,24/07/2019,3,278.01172,13.82,0.57754,25.62008,11.12701,3,0,760.25
32,24/07/2019,3,287.16818,0,0.50703,30.81142,13.07001,0,0,461.52
11,24/07/2019,3,249.06696,0,0.60333,22.02794,11.0051,0,0,651.87
33,24/07/2019,3,299.35263,0.47,0.54992,25.85663,10.6152,2,3,678.77
34,24/07/2019,3,419.17148,0,0.60454,47.22557,10.27374,0,0,776.39
35,24/07/2019,3,369.03397,17.13,0.56703,35.01122,10.05658,0,0,600.48
14,24/07/2019,3,326.88843,0,0.53942,26.46943,11.05867,0,0,657.57
15,24/07/2019,3,275.96359,1.89,0.53223,23.91227,9.66656,0,0,800.06
16,24/07/2019,3,303.55466,6.06,0.61216,29.52531,10.96101,0,0,607.89
36,24/07/2019,3,331.94571,8.78,0.62016,29.22543,9.15756,0,0,639.27
18,24/07/2019,3,327.05518,0,0.51674,32.88366,12.53146,0,2,687.3
19,24/07/2019,3,284.79321,1.36,0.66825,27.7153,12.19278,0,0,581.5
20,24/07/2019,3,299.3548,0,0.5833,33.9524,13.48566,0,0,825.38
21,24/07/2019,3,314.56104,0,0.64337,34.15684,10.1286,2,4,868.12
40,24/07/2019,3,380.80701,20.51,0.64591,41.70391,11.9647,0,0,459.87
22,24/07/2019,3,290.46094,2.98,0.56248,32.72835,11.36957,2,3,0
23,24/07/2019,3,318.08105,0,0.55824,32.19496,12.45201,1,2,653.01
24,24/07/2019,4,301.14014,6.58,0.57635,28.32983,10.06227,3,0,680.99
25,24/07/2019,4,306.86127,0,0.51324,29.58934,9.22609,0,3,698.32
1,24/07/2019,4,278.29236,0,0.57994,29.54244,9.99446,1,2,970.08
2,24/07/2019,4,262.9194,2.59,0.5839,30.90615,14.14902,2,1,813.02
3,24/07/2019,4,235.05664,0.79,0.44152,30.3463,12.5162,0,0,679.72
26,24/07/2019,4,370.4754,5.61,0.64789,39.16938,9.22026,0,0,678.68
4,24/07/2019,4,230.76802,0,0.45869,28.09255,13.93129,0,0,857.97
5,24/07/2019,4,295.56473,25.02,0.55509,32.73659,8.79343,0,0,927.72
27,24/07/2019,4,283.30548,0,0.53255,27.12296,8.47339,2,2,636.55
29,24/07/2019,4,306.29208,0,0.53736,29.95714,8.63042,0,0,621.65
6,24/07/2019,4,294.87946,0,0.58755,34.52822,12.45952,3,2,946.32
7,24/07/2019,4,288.2775,0,0.54188,35.10283,10.86501,0,0,678.68
30,24/07/2019,4,319.20346,6.26,0.65287,30.20992,10.65164,2,2,809.92
31,24/07/2019,4,268.75507,1.91,0.63039,23.39171,6.87633,0,0,159.96
8,24/07/2019,4,270.88956,10.25,0.66028,25.65754,10.71742,1,2,952.52
39,24/07/2019,4,261.15353,0,0.60938,26.80653,10.80369,3,1,964.92
9,24/07/2019,4,308.44971,0.89,0.59227,39.4387,11.88885,0,0,766.38
10,24/07/2019,4,266.66211,3.64,0.586,25.26849,9.49052,0,2,970.08
32,24/07/2019,4,280.90198,0,0.54256,29.56698,12.61873,0,0,685.52
11,24/07/2019,4,228.90077,4.39,0.58644,23.06917,8.75862,0,0,823.87
33,24/07/2019,4,344.72903,0,0.61048,31.62054,8.1198,0,5,716.92
34,24/07/2019,4,306.65326,11.56,0.57695,35.91707,10.17979,0,0,791.32
35,24/07/2019,4,268.17239,0,0.43059,25.44247,12.45772,0,0,575.56
14,24/07/2019,4,246.4579,0,0.443,21.19024,9.35268,0,0,710.72
15,24/07/2019,4,223.01666,5.5,0.4837,18.41116,9.06525,0,0,901.88
16,24/07/2019,4,272.7652,0,0.57169,27.0405,11.04932,0,0,648.32
36,24/07/2019,4,267.18179,2.9,0.60256,24.49445,7.5388,0,0,726.22
18,24/07/2019,4,315.46255,0,0.59672,32.38042,10.41806,1,3,718.47
19,24/07/2019,4,266.97681,1.4,0.61947,24.17591,9.32095,0,0,596.67
20,24/07/2019,4,254.70216,0,0.51882,29.86612,9.6787,0,0,952.52
21,24/07/2019,4,299.88965,6.04,0.62081,34.24886,11.74059,0,3,964.92
40,24/07/2019,4,333.62827,2.43,0.57098,33.36064,10.58882,0,0,596.96
22,24/07/2019,4,282.37964,0,0.62963,33.74089,11.83842,2,2,92.88
23,24/07/2019,4,291.83023,0,0.51914,32.49792,14.22997,4,0,720.02
