players,date,ssg_bout,total_distance_m,tot_hsr_distance,acceleration_density,total_player_load,player_load_slow,get_up,bullet,stagnos_trimp
12,20/07/2019,3,198.6588,0,0.59596,29.32252,16.47696,6,2,501.02
13,20/07/2019,3,186.99187,0,0.63215,20.77986,11.66631,0,0,525.61
15,20/07/2019,3,209.76001,0,0.54998,20.6506,14.0362,1,0,540.68
16,20/07/2019,3,231.12207,0,0.64788,26.4292,14.6662,0,0,462.2
17,20/07/2019,3,203.58272,0,0.5698,25.79484,16.72002,0,0,514.08
18,20/07/2019,3,211.41699,0,0.58674,25.37794,15.16035,5,2,458.08
19,20/07/2019,3,219.60042,2.96,0.60382,25.06478,16.01138,0,6,93.98
20,20/07/2019,3,187.81812,0,0.56512,22.56518,15.8464,2,0,671.29
22,20/07/2019,3,188.23273,0,0.60204,23.32935,13.1398,5,0,492.08
1,20/07/2019,4,214.26445,0,0.66167,26.5402,15.44044,0,0,738.27
2,20/07/2019,4,230.86542,0,0.73475,32.89878,18.62521,0,0,651.76
3,20/07/2019,4,178.08813,5.64,0.62133,26.46793,15.86486,0,0,677.68
4,20/07/2019,4,218.62085,0,0.60345,26.25259,15.54688,2,3,644.2
5,20/07/2019,4,222.28394,0,0.56996,23.03847,14.09781,2,0,678.6
7,20/07/2019,4,223.46025,0,0.66893,29.09332,17.16669,0,0,460.57
6,20/07/2019,4,219.38199,0,0.68477,28.68839,16.03331,5,1,613.46
8,20/07/2019,4,228.98608,0,0.67462,22.28345,12.35603,0,5,644.01
9,20/07/2019,4,231.62793,0,0.76986,31.11161,15.32532,0,0,469.09
10,20/07/2019,4,196.36526,0,0.67653,21.44373,13.63859,0,0,757.93
11,20/07/2019,4,214.27905,0,0.62142,20.59767,13.61893,0,0,527.79
12,20/07/2019,4,228.65659,0,0.57459,27.32936,15.06446,3,2,501.17
13,20/07/2019,4,204.19223,1.82,0.62917,24.68468,14.36629,0,0,672.1
15,20/07/2019,4,217.96704,0.94,0.6398,24.06906,14.61329,1,2,578.09
16,20/07/2019,4,222.43407,0,0.66058,27.40739,15.26015,0,0,483.75
17,20/07/2019,4,228.39404,0,0.62674,28.5293,17.86964,0,0,546.84
18,20/07/2019,4,235.6739,0,0.6133,26.26852,13.98264,4,2,532.23
19,20/07/2019,4,219.9231,0,0.73948,26.39271,13.55965,5,3,589.61
20,20/07/2019,4,205.68799,0,0.56627,24.17925,15.27365,2,0,613.12
22,20/07/2019,4,200.65991,0,0.62679,22.49109,13.42796,3,4,518.77
1,22/07/2019,1,181.62006,0,0.66841,23.39623,13.63052,0,0,763.68
2,22/07/2019,1,244.27896,0,0.57687,29.98623,15.60589,0,0,530.67
3,22/07/2019,1,219.63777,0,0.57961,31.7298,15.40083,0,0,624.18
4,22/07/2019,1,215.83574,0,0.58408,30.33116,21.49677,1,1,768.84
5,22/07/2019,1,227.92334,6.21,0.71065,29.12484,12.8705,5,5,692.38
7,22/07/2019,1,226.62102,0,0.68968,28.13331,12.21412,0,0,545.13
6,22/07/2019,1,234.59718,3.72,0.75659,29.24764,14.07324,4,5,749.73
8,22/07/2019,1,232.44754,0,0.68157,24.1189,13.59972,0,1,540.48
9,22/07/2019,1,263.12347,0,0.6548,35.23228,13.90309,0,0,469.3
10,22/07/2019,1,197.82523,0,0.73204,19.74677,12.41009,0,0,579.23
11,22/07/2019,1,228.30458,0,0.76907,23.42346,11.52731,0,0,597.83
13,22/07/2019,1,231.6687,1.36,0.72789,23.72,10.7727,0,0,543.58
15,22/07/2019,1,208.29712,0,0.577,19.5928,11.59672,1,1,594.73
16,22/07/2019,1,242.24557,0,0.79493,26.66216,12.78036,0,0,534.28
18,22/07/2019,1,222.017,0,0.66496,27.53792,14.00798,3,2,510.74
19,22/07/2019,1,223.95837,0,0.65602,25.42525,13.82471,5,3,354.94
20,22/07/2019,1,193.99292,0,0.63311,27.53662,18.48106,3,0,683.08
21,22/07/2019,1,240.88275,0.8,0.68116,31.74911,11.34885,5,4,768.84
22,22/07/2019,1,218.4153,0,0.6525,28.65983,15.46766,3,3,533.77
1,22/07/2019,2,256.43796,2.52,0.64214,30.40635,13.46912,0,0,702.9
2,22/07/2019,2,274.43399,0,0.69954,34.24689,13.49796,0,0,570.89
3,22/07/2019,2,210.68658,0,0.71886,30.45482,15.68291,0,0,604.68
4,22/07/2019,2,226.20139,2.34,0.66243,28.94749,15.4044,3,3,715.06
5,22/07/2019,2,241.85307,0,0.70615,27.93261,12.1958,6,4,583.98
7,22/07/2019,2,266.26776,0,0.69397,30.61207,10.96767,0,0,495.31
6,22/07/2019,2,267.82608,0,0.72169,31.51307,13.61532,2,2,659.74
8,22/07/2019,2,251.24489,0,0.74605,28.13227,14.41872,2,5,641.38
9,22/07/2019,2,263.25491,3,0.74663,35.81848,12.35727,0,0,566.77
10,22/07/2019,2,234.40828,0,0.72211,24.34747,11.21212,0,0,564.69
11,22/07/2019,2,220.98911,0.46,0.70926,22.10456,10.72124,0,0,610.36
13,22/07/2019,2,271.74222,0,0.68851,27.78096,10.05704,0,0,628.72
15,22/07/2019,2,217.77536,0,0.61891,22.5596,11.38276,4,2,575.36
16,22/07/2019,2,257.57571,0,0.83031,28.33652,14.30341,0,0,476.25
18,22/07/2019,2,272.20346,0,0.57263,29.54499,12.48081,2,1,492.45
19,22/07/2019,2,263.03384,0,0.65594,26.36442,11.76928,0,2,365.03
20,22/07/2019,2,212.45746,0,0.64331,28.37464,14.76442,4,3,697.57
21,22/07/2019,2,261.03195,5.07,0.74644,33.18004,13.22805,3,2,699.12
22,22/07/2019,2,254.40744,0,0.59062,27.70896,11.29082,0,1,486.51
1,22/07/2019,3,257.34253,3.42,0.77343,30.63065,12.66973,0,0,739.88
2,22/07/2019,3,265.35913,0,0.71438,34.74689,16.03175,0,0,632.56
3,22/07/2019,3,198.57092,0,0.64892,26.07792,12.68534,0,0,693.87
4,22/07/2019,3,243.94846,0,0.60467,31.38406,16.8291,1,0,711.98
6,22/07/2019,3,231.42798,6.12,0.65052,26.81114,14.78917,2,3,705.23
7,22/07/2019,3,288.04034,0,0.81594,33.74203,12.41032,0,0,531
9,22/07/2019,3,264.31354,4.75,0.70591,33.71397,13.91975,0,0,555.94
10,22/07/2019,3,223.95677,0,0.71848,22.92816,12.60557,0,0,637.48
11,22/07/2019,3,217.49048,3.59,0.76148,20.06039,9.87591,0,0,606.37
13,22/07/2019,3,269.19809,4.78,0.71746,27.35414,11.76365,0,0,668.85
15,22/07/2019,3,213.31787,0,0.61399,20.61903,11.70239,2,2,600.21
16,22/07/2019,3,245.85783,0,0.79299,26.9239,11.55457,0,0,477.55
18,22/07/2019,3,223.26031,0,0.63364,27.41949,15.34838,3,0,516.4
19,22/07/2019,3,230.60786,0.95,0.69574,27.09014,13.16854,3,3,464.53
20,22/07/2019,3,219.07701,5.1,0.65167,28.82346,15.451,4,1,633.53
21,22/07/2019,3,236.45641,0,0.67665,30.68665,14.57689,3,2,462.53
22,22/07/2019,3,221.52983,0,0.59709,22.79422,11.95228,1,4,458.1
1,22/07/2019,4,231.06364,0,0.67434,26.21311,11.83627,0,0,721.28
2,22/07/2019,4,251.97371,0,0.68142,31.25072,15.51299,0,0,647.74
3,22/07/2019,4,198.66187,0,0.69365,26.5286,14.85602,0,0,683.57
4,22/07/2019,4,209.98296,0,0.56049,26.66377,15.43336,2,2,677.88
7,22/07/2019,4,255.8188,0,0.6738,30.38,13.09132,0,0,484.06
6,22/07/2019,4,234.19762,1.83,0.6236,24.15038,12.59988,1,2,610
8,22/07/2019,4,238.73434,1.47,0.71395,27.30969,13.11608,5,2,676.33
9,22/07/2019,4,248.95654,0,0.76916,34.41495,15.08574,0,0,555.94
10,22/07/2019,4,231.02502,0,0.70259,25.89302,13.11512,0,0,660.72
11,22/07/2019,4,218.47862,0,0.73718,20.43377,9.9041,0,0,577.68
13,22/07/2019,4,257.70709,1.37,0.68158,24.50552,9.55004,0,0,675.78
15,22/07/2019,4,200.25195,0,0.64554,20.58167,10.93348,3,2,580.49
16,22/07/2019,4,256.6178,0,0.77989,28.31258,11.50938,0,0,478.86
18,22/07/2019,4,252.51878,0,0.58052,27.55584,15.06059,0,1,498.5
19,22/07/2019,4,245.49609,0,0.64095,25.1469,11.94417,2,1,417.66
20,22/07/2019,4,221.28491,0,0.6037,24.98048,13.15585,0,3,638.03
21,22/07/2019,4,228.13403,0,0.6293,28.97922,12.45885,3,1,460.92
22,22/07/2019,4,229.39839,0,0.64234,26.04933,10.5405,2,4,497.18
1,22/07/2019,5,212.13501,0,0.67353,27.30991,12.75296,0,0,718.09
2,22/07/2019,5,280.22617,0,0.64421,37.18668,17.6308,0,0,668.05
3,22/07/2019,5,199.14087,16.22,0.7761,29.02428,13.1093,0,0,670.66
4,22/07/2019,5,212.3044,0,0.57443,28.34729,16.79736,1,3,605.38
6,22/07/2019,5,220.00537,0,0.62158,26.36667,14.24089,1,4,642.22
7,22/07/2019,5,277.09991,0,0.61433,32.98035,10.98805,0,0,501.5
9,22/07/2019,5,272.00079,0,0.69495,38.66596,15.62064,0,0,548.72
10,22/07/2019,5,220.35889,0,0.75848,24.18183,11.78073,0,0,697.21
11,22/07/2019,5,218.99097,0,0.74287,22.14789,9.93415,0,0,617.77
13,22/07/2019,5,245.29037,0,0.69796,26.32633,10.59642,0,0,645.31
15,22/07/2019,5,199.1853,0,0.6069,20.07717,13.32491,2,2,629.78
16,22/07/2019,5,252.42915,1.88,0.79794,28.04471,12.10754,0,0,504.24
18,22/07/2019,5,239.96005,0,0.67362,28.97945,14.87041,4,2,519.66
19,22/07/2019,5,215.93091,0,0.72835,26.50021,14.33896,3,2,561.77
20,22/07/2019,5,194.72543,0,0.60973,26.03389,14.92546,2,0,587.82
21,22/07/2019,5,248.08545,0,0.72469,31.82907,13.74327,3,4,285.68
22,22/07/2019,5,210.7207,0,0.63867,24.06544,11.73209,2,3,483.04
1,24/07/2019,1,228.35101,0,0.66577,27.50376,14.1919,2,3,756.42
2,24/07/2019,1,226.87846,0.35,0.58758,29.36431,16.05708,5,1,503.78
3,24/07/2019,1,197.37239,0,0.64668,27.38154,13.0469,4,8,548.72
4,24/07/2019,1,210.91566,0,0.57717,26.85962,16.73349,3,2,610.72
5,24/07/2019,1,239.92908,0,0.71865,26.47178,13.62318,0,0,550.27
7,24/07/2019,1,245.492,0,0.6509,32.55764,14.53577,0,0,541.9
6,24/07/2019,1,243.85744,0,0.73648,30.39241,13.7393,0,0,699.07
8,24/07/2019,1,257.55505,4.63,0.80443,26.31089,10.86228,4,4,552.33
9,24/07/2019,1,217.66879,0,0.69657,29.47708,14.49913,0,0,424.99
10,24/07/2019,1,227.41341,0,0.67817,24.45372,13.34339,0,0,552.33
11,24/07/2019,1,230.91025,0,0.66781,24.02788,12.68187,0,0,552.33
15,24/07/2019,1,217.28212,0,0.65637,20.94246,11.3744,0,0,604.52
16,24/07/2019,1,253.82294,1.89,0.73086,26.99684,12.72413,0,0,552.33
18,24/07/2019,1,238.75163,0,0.65603,27.74678,13.07339,3,5,463.12
19,24/07/2019,1,255.55324,0.86,0.7345,28.37067,12.93643,1,0,552.33
20,24/07/2019,1,208.10498,0,0.63328,24.47488,12.68925,2,1,523.71
21,24/07/2019,1,277.96185,10.8,0.71851,33.82265,12.8297,4,0,633.46
22,24/07/2019,1,186.97601,0,0.72084,26.06205,14.24532,0,0,191.25
1,24/07/2019,2,255.62711,0,0.74598,31.3532,16.0284,0,1,658.08
2,24/07/2019,2,245.86002,0,0.62795,30.29134,14.38807,2,2,441.19
3,24/07/2019,2,210.47595,8.35,0.70588,30.6114,13.80409,4,5,553.93
4,24/07/2019,2,242.97723,0,0.65414,33.68592,19.13506,2,1,585.38
5,24/07/2019,2,235.95593,0,0.73298,27.27891,10.92481,0,0,550.62
7,24/07/2019,2,232.75781,0,0.67839,29.95108,13.56223,0,0,472.31
6,24/07/2019,2,255.71436,0.41,0.74405,32.0097,13.7542,0,0,651.49
8,24/07/2019,2,239.47813,2.26,0.75311,26.90915,11.59986,5,5,544.02
9,24/07/2019,2,220.30298,0.94,0.73941,25.75762,12.07423,0,0,491.87
10,24/07/2019,2,222.58899,0,0.77545,25.40418,12.27019,0,0,532.2
11,24/07/2019,2,246.97025,0,0.66243,24.38111,10.81409,0,0,516.55
15,24/07/2019,2,240.94205,0,0.63619,22.52465,9.46016,0,0,589.33
16,24/07/2019,2,253.44864,0,0.74671,27.61247,11.2619,0,0,483.17
18,24/07/2019,2,227.51944,0,0.64756,27.07049,12.90472,5,3,465.65
19,24/07/2019,2,243.12402,0.31,0.7628,28.26028,13.50724,4,4,411.26
20,24/07/2019,2,237.54398,0,0.72875,29.51907,11.9892,6,2,507.49
21,24/07/2019,2,263.00549,6.14,0.75054,32.75152,14.78912,1,2,693.36
22,24/07/2019,2,187.28406,0,0.65342,21.09405,10.41668,0,0,191.25
1,24/07/2019,3,252.83997,0,0.69052,29.43176,13.89532,1,4,686.18
2,24/07/2019,3,241.6192,0,0.61023,30.85737,16.85732,3,1,484.59
3,24/07/2019,3,233.85107,2.68,0.67257,31.23586,14.23162,2,5,650.94
4,24/07/2019,3,248.50557,0,0.64182,32.57243,12.98332,4,1,678.43
5,24/07/2019,3,221.90906,0,0.66027,28.7269,13.83002,0,0,553.87
7,24/07/2019,3,258.46402,0,0.72531,33.31791,14.63186,0,0,477.89
6,24/07/2019,3,259.34805,0,0.62809,30.72872,15.70581,0,0,665.03
8,24/07/2019,3,271.73184,0,0.80954,28.27012,9.61194,4,5,562.88
9,24/07/2019,3,236.41916,0,0.64759,28.07963,14.04044,0,0,371.83
10,24/07/2019,3,220.59595,0,0.68504,22.60587,11.74731,0,0,582.25
11,24/07/2019,3,267.27197,11.48,0.67421,25.96079,12.9621,0,0,575.2
15,24/07/2019,3,230.78951,0,0.61294,21.76493,11.46408,0,0,646.61
16,24/07/2019,3,270.70508,0,0.74189,28.75388,13.31633,0,0,513.2
18,24/07/2019,3,243.62305,0,0.66824,26.83109,13.53087,3,4,488.83
19,24/07/2019,3,251.87346,3.27,0.73957,25.55958,11.45513,4,1,133.92
20,24/07/2019,3,244.84373,0,0.64876,27.72217,13.66983,2,2,556.76
21,24/07/2019,3,286.68506,2.08,0.70682,35.61685,13.76153,5,1,689.31
22,24/07/2019,3,200.4238,0,0.67647,23.28575,12.7492,0,0,202.5
1,24/07/2019,4,232.48091,3.43,0.70768,30.52291,15.69182,2,6,657.16
2,24/07/2019,4,251.63815,0,0.57558,29.4185,13.42776,1,1,470.94
3,24/07/2019,4,220.58867,2.23,0.71021,28.26917,13.01676,1,2,545.96
4,24/07/2019,4,227.25098,0,0.68326,30.55224,15.14364,3,0,655.67
5,24/07/2019,4,242.80197,0,0.67443,26.78186,12.3486,0,0,646.19
7,24/07/2019,4,262.13718,0,0.69637,35.91253,15.1765,0,0,487.22
6,24/07/2019,4,235.87207,1.17,0.76975,29.60515,16.09068,0,0,706.85
8,24/07/2019,4,260.75104,1.43,0.86007,26.69096,9.59708,4,4,591.84
9,24/07/2019,4,223.88753,0,0.73223,31.01139,16.89723,0,0,421.14
10,24/07/2019,4,235.64197,0,0.78614,25.99473,11.2559,0,0,637.96
11,24/07/2019,4,218.68506,0,0.68646,23.06958,11.85794,0,0,530.84
15,24/07/2019,4,224.80075,0,0.6744,22.60452,10.48072,0,0,646.75
16,24/07/2019,4,273.96014,0,0.70931,29.39439,10.56371,0,0,498.77
18,24/07/2019,4,232.01883,0,0.68489,28.55881,12.68933,6,4,486.82
19,24/07/2019,4,278.26666,0,0.67007,29.90321,10.7516,1,2,330.36
20,24/07/2019,4,240.28632,0,0.59626,27.4208,11.62495,3,1,535.05
21,24/07/2019,4,245.03448,0,0.75229,29.3065,12.28416,4,3,637.82
22,24/07/2019,4,190.95531,0,0.69455,22.83059,11.8526,0,0,190
1,24/07/2019,5,240.91455,2.98,0.68706,29.40436,13.76837,3,0,745.71
2,24/07/2019,5,253.1183,0,0.66612,33.25298,18.49721,3,1,518.25
3,24/07/2019,5,218.89072,1.3,0.66485,29.83211,14.26282,5,4,711.76
4,24/07/2019,5,235.72015,0.34,0.65711,28.98077,12.11662,4,4,705.74
5,24/07/2019,5,237.21587,3.03,0.73087,30.78362,16.15372,0,0,698.63
7,24/07/2019,5,287.03909,0,0.74257,38.53477,13.39021,0,0,513.37
6,24/07/2019,5,233.98946,2.34,0.69755,28.51723,15.16075,0,0,723.51
8,24/07/2019,5,220.10812,0.83,0.75757,23.06072,9.97481,5,6,662.28
9,24/07/2019,5,237.61784,0,0.69531,29.78654,15.35968,0,0,350.87
10,24/07/2019,5,258.11096,0,0.71425,27.46657,13.05742,0,0,709.44
11,24/07/2019,5,244.24902,0,0.78821,24.77503,10.6376,0,0,660.72
15,24/07/2019,5,231.49902,0,0.68647,24.75197,12.24383,0,0,744.49
16,24/07/2019,5,291.69409,0.44,0.73034,32.82667,11.0254,0,0,561.55
18,24/07/2019,5,245.21237,0,0.59624,27.06956,12.64276,3,3,529.79
19,24/07/2019,5,253.22639,0,0.69894,27.44482,13.88503,1,3,330.05
20,24/07/2019,5,225.386,0,0.62281,25.44115,14.26997,1,1,556.66
21,24/07/2019,5,286.25656,0.96,0.71457,36.82273,12.9899,6,3,546.61
22,24/07/2019,5,216.33006,0,0.69219,25.90035,13.00162,0,0,193.75
